Symbol,A017670,A000660,A010950,A010130,A000270,A004370,A003490,A011170,A005930,A003550,A007310,A005490,A015760,A018880,A012330,A000720,A005380,A004020,A009540,A008770
Symbol Name,SK텔레콤,SK하이닉스,S-Oil,고려아연,기아차,농심,대한항공,롯데케미칼,삼성전자,LG,오뚜기,POSCO,한국전력,한온시스템,현대모비스,현대건설,현대차,현대제철,현대중공업,호텔신라
Kind,SSC,SSC,SSC,SSC,SSC,SSC,SSC,SSC,SSC,SSC,SSC,SSC,SSC,SSC,SSC,SSC,SSC,SSC,SSC,SSC
Item,S410000700,S410000700,S410000700,S410000700,S410000700,S410000700,S410000700,S410000700,S410000700,S410000700,S410000700,S410000700,S410000700,S410000700,S410000700,S410000700,S410000700,S410000700,S410000700,S410000700
Item Name,수정주가(원),수정주가(원),수정주가(원),수정주가(원),수정주가(원),수정주가(원),수정주가(원),수정주가(원),수정주가(원),수정주가(원),수정주가(원),수정주가(원),수정주가(원),수정주가(원),수정주가(원),수정주가(원),수정주가(원),수정주가(원),수정주가(원),수정주가(원)
Frequency,DAILY,DAILY,DAILY,DAILY,DAILY,DAILY,DAILY,DAILY,DAILY,DAILY,DAILY,DAILY,DAILY,DAILY,DAILY,DAILY,DAILY,DAILY,DAILY,DAILY
2014.12.31,-0.04456328,-0.006243496,0.149643705,-0.056140351,-0.061041293,-0.048964218,0.129752066,-0.090909091,0.031080031,-0.059907834,-0.079545455,-0.089256198,-0.07173913,0.14556213,-0.044534413,-0.060267857,-0.055865922,-0.0078125,-0.068821364,0.02122905
2015.1.31,0.078358209,-0.002094241,0.25,0.064436183,-0.120458891,-0.083168317,0.001061897,0.090625,0.028636021,0.011437908,0.170781893,-0.083484574,0.011709602,-0.040289256,0.050847458,0.036817102,0.00295858,0.037795276,-0.017392886,0.115973742
2015.2.28,-0.008650519,-0.022035677,0.07107438,-0.046565774,-0.010869565,0.095032397,0.112512376,0.091690544,-0.005860806,0.027463651,0.04745167,0.059405941,0.034722222,-0.077502691,0.006048387,0.131729668,-0.053097345,0.016691958,0.061947765,-0.029411765
2015.3.31,-0.04886562,-0.022532189,-0.007716049,0.035409035,-0.006593407,-0.039447732,-0.032863651,0.06824147,0.061901253,-0.036163522,0.001677852,-0.085981308,0.029082774,-0.103850642,-0.012024048,0.020242915,0.049844237,0.089552239,0.016668196,-0.011111111
2015.4.30,0.053211009,0.013172338,0.141524106,0.126179245,0.097345133,0.006160164,-0.056655858,0.233415233,-0.021512838,0.088091354,0.179229481,0.030674847,0.018478261,0.052083333,-0.040567951,0.029761905,0.002967359,0.078082192,0.14753625,0.092951992
2015.5.31,-0.141114983,0.107258938,-0.100817439,0.051308901,-0.039314516,0.146938776,-0.11679595,-0.059760956,-0.073049645,-0.065967016,0.029829545,-0.031746032,-0.013874066,-0.086633663,-0.054968288,-0.147398844,-0.065088757,-0.052096569,-0.071427448,0.11682243
2015.6.30,0.014198783,-0.17221135,0.024242424,0.085657371,-0.049317943,0.033807829,0.001235899,0.224576271,-0.029839327,-0.008025682,0.095172414,-0.081967213,-0.008658009,0.044715447,-0.051454139,-0.072316384,-0.139240506,-0.092493298,-0.146154758,-0.066945607
2015.7.31,-0.002,-0.122931442,-0.072485207,-0.097247706,-0.030905077,0.068846816,-0.133338586,-0.098615917,-0.065457413,-0.061488673,0.035264484,-0.122767857,0.111353712,-0.057068742,0.007075472,-0.161997564,0.095588235,-0.137370753,-0.126128092,0.130044843
2015.8.31,-0.022044088,-0.035040431,-0.043062201,0.042682927,0.109339408,0.185185185,-0.051274281,-0.051823417,-0.081012658,0.003448276,0.267639903,-0.03307888,-0.05697446,0,-0.032786885,-0.034883721,0,-0.094178082,-0.056697989,-0.043650794
2015.9.30,0.077868852,-0.062849162,0.043333333,-0.092592593,0.100616016,-0.005434783,-0.058581148,0.093117409,0.041322314,0.046391753,-0.002879079,-0.113157895,0.020833333,0.079779917,0.121065375,0.030120482,0.100671141,-0.026465028,0.054643888,-0.045643154
2015.10.31,-0.08365019,-0.084947839,0.091054313,0.018259936,0.041044776,0.008196721,-0.015946799,-0.109259259,0.209876543,0.083743842,0.009624639,0.080118694,0.048979592,0.143949045,0.036717063,0.011695906,-0.048780488,0.011650485,-0.0134722,-0.043478261
2015.11.30,-0.029045643,0.029315961,0.086383602,-0.040084388,-0.059139785,0.12601626,-0.082646623,0,-0.064139942,0.115151515,-0.007626311,-0.071428571,-0.04766537,0.016703786,0.039583333,-0.076589595,-0.054487179,-0.024952015,-0.048322753,-0.177272727
2015.12.31,-0.079059829,-0.026898734,0.070080863,0.030769231,0.001904762,0.057761733,-0.021198226,0.012474012,-0.018691589,-0.038043478,0.176753122,-0.014792899,0.02145046,0.136911281,-0.012024048,-0.106416275,0.010169492,-0.016732283,-0.030898399,-0.145856354
2016.1.31,-0.030162413,-0.112195122,-0.01511335,-0.070362473,-0.141634981,0.065984073,-0.106520237,0.12936345,-0.087301587,0.040960452,0.154285714,0.072072072,0.052,0.011560694,0.048681542,0.285464098,-0.10738255,-0.022022022,0.047831593,-0.157826649
2016.2.29,0.11722488,0.098901099,0.010230179,0.024082569,0.021040975,-0.133404482,0.038421867,0.161818182,0.024347826,-0.02578019,-0.189533239,0.112044818,0.115969582,-0.053333333,-0.036750484,0.035422343,0.109022556,0.138178096,0.11957068,-0.026113671
2016.3.31,-0.107066381,-0.061666667,0.239240506,0.078387458,0.047722343,-0.014778325,0.20619154,0.06885759,0.113752122,-0.045961003,-0.208551483,0.105793451,0.025553663,-0.07444668,0,0.109210526,0.033898305,-0.001798561,0.033975654,0.048895899
2016.4.30,-0.011990408,0,-0.11031665,0.029075805,-0.008281573,-0.06625,-0.058056547,-0.143484627,-0.051067073,-0.005839416,-0.099228225,0.095671982,0.026578073,0.119565217,0.046184739,-0.046263345,-0.059016393,0.133333333,0.089202654,0.102255639
2016.5.31,0.077669903,0.019538188,-0.013777268,-0.05247225,-0.026096033,0.020080321,-0.051362378,-0.029059829,0.037751004,-0.032305433,0.037943696,-0.135135135,0.017799353,0.199029126,-0.021113244,-0.149253731,-0.027874564,-0.222575517,-0.056037428,-0.10095498
2016.6.30,-0.029279279,0.128919861,-0.118742724,0.08200213,-0.073954984,-0.018372703,-0.063167191,-0.003521127,0.102941176,-0.033383915,-0.029481132,-0.03125,-0.039745628,-0.149797571,-0.011764706,-0.024853801,-0.028673835,-0.062372188,-0.036523208,0.030349014
2016.7.31,0.067285383,0.061728395,0.010568032,0.001968504,-0.024305556,-0.10026738,0.098249785,0.072438163,0.08,-0.003139717,-0.051032807,0.124069479,0.014900662,0.09047619,0.011904762,0.103448276,-0.025830258,0.103598691,0.189569899,-0.122238586
2016.8.31,-0.05,0.059593023,-0.075816993,-0.059921415,-0.004744958,-0.108469539,0.107001568,-0.116968699,0.052631579,0.037795276,-0.104993598,0.01986755,-0.053833605,0.021834061,0.021568627,0.047554348,0.007575758,0.013833992,0.095617775,0.137583893
2016.9.30,0.034324943,0.102880658,0.148514851,0.00522466,0.00476758,0.046666667,0.107784633,0.111940299,-0.013580247,-0.018209408,0.072961373,-0.017316017,-0.068965517,0.05982906,0.055662188,0.018158236,0.018796992,-0.009746589,0.003634704,-0.107669617
2016.10.31,-0.011061947,0.019900498,-0.033251232,-0.054054054,-0.034400949,-0.082802548,-0.084393451,-0.031879195,0.025657071,-0.052550232,-0.122666667,0.044052863,-0.087962963,-0.137096774,-0.003636364,0.056050955,0.033210332,-0.027559055,0.054347046,-0.052892562
2016.11.30,0.011185682,0.046341463,0.070063694,0.037362637,-0.081081081,0.130208333,-0.023466844,0.114384749,0.06528371,-0.078303426,0.051671733,0.052742616,-0.055837563,-0.087850467,-0.091240876,-0.05066345,-0.05,0.010121457,-0.024051629,-0.120418848
2016.12.31,-0.008849558,0.041958042,0.008333333,0.006355932,0.049465241,0.021505376,-0.124783008,0.147744946,0.03207331,0.061946903,-0.043352601,0.032064128,-0.052688172,0.055327869,0.060240964,0.087674714,0.097744361,0.142284569,0.024644366,-0.044642857
2017.1.31,-0.004464286,0.201342282,-0.042502952,0.031578947,-0.072611465,-0.043609023,0.024773461,0.020325203,0.094894562,-0.013333333,-0.018126888,0.052427184,-0.036322361,-0.117475728,-0.083333333,-0.029205607,-0.044520548,0.021052632,-0.089344349,-0.099688474
2017.2.28,0.038116592,-0.130353818,0.065351418,-0.15,0.050824176,-0.009433962,0.096774194,-0.03187251,-0.025848961,0.060810811,0.150769231,0.046125461,0.027090695,0.00770077,0.053719008,0.150421179,0.071684588,0.073883162,0.241507083,0.178777393
2017.3.31,0.088552916,0.08137045,0.163194444,0.037214886,-0.031372549,-0.050793651,0.091695502,0.016460905,0.071800208,0.117834395,0.016042781,0.026455026,0.065366972,0.013100437,-0.056862745,0.035564854,0.053511706,-0.064,0.003044822,-0.11741683
2017.4.30,-0.049603175,0.069306931,-0.007960199,-0.015046296,-0.059379217,0.060200669,-0.028526149,-0.076923077,0.083009709,-0.037037037,-0.030263158,-0.080756014,-0.023681378,-0.088362069,-0.076923077,-0.019191919,-0.085714286,-0.061538462,0,0.126385809
2017.5.31,0.058455115,0.055555556,0.038114343,0.029377203,0.120516499,0.094637224,0.158238173,0.054093567,0.001792918,0.198224852,0.15468114,0.054205607,-0.058434399,0.223404255,0.236486486,0.003089598,0.131944444,0.078324226,0.101908746,0.196850394
2017.6.30,0.049309665,0.18245614,-0.084057971,0.04109589,-0.021766965,-0.027377522,0.090140845,-0.045769764,0.063534676,-0.045679012,-0.071680376,0.017730496,-0.044496487,-0.004830918,-0.089253188,-0.054414784,-0.021472393,0.050675676,0.020228379,-0.060855263
2017.7.31,0.045112782,-0.020771513,0.228902954,0.082236842,-0.041884817,-0.053333333,-0.080103359,0.072674419,0.013883046,-0.02457956,-0.008860759,0.156794425,0.091911765,-0.004854369,-0.016,-0.016286645,-0.090909091,0.008038585,-0.011329041,0.138353765
2017.8.31,-0.088129496,0.039393939,0.077253219,0.045592705,-0.031420765,0.040688576,-0.06741573,0.082655827,-0.039004149,0.114058355,-0.028097063,0.034638554,-0.037037037,0.126829268,-0.040650407,-0.102649007,-0.031034483,-0.079744817,-0.148995174,-0.047692308
2017.9.30,0.00591716,0.20845481,0.015936255,-0.039728682,-0.10719323,0.031578947,-0.072289157,-0.053817272,0.107081174,-0.04047619,-0.035479632,-0.077147016,-0.090909091,0.090909091,0.016949153,-0.056580566,0.071174377,-0.08492201,-0.023572728,-0.059773829
2017.10.31,0.035294118,-0.008443908,0.007843137,0.033299697,0.118483412,0.013119534,0.027597403,-0.022486772,0.074102964,0.066997519,0.034059946,0.02681388,0.005128205,0.031746032,0.110416667,-0.01303781,0.069767442,0.089015152,0.079309697,0.345360825
2017.11.30,0,-0.065693431,-0.070038911,-0.049804688,-0.049435028,0.051798561,-0.009478673,-0.031123139,-0.077705156,0.058139535,0.046113307,0.029185868,-0.043367347,0.015384615,0.026266417,-0.073976222,0.02173913,0.043478261,-0.05431327,0.081736909
2017.12.31,0.011363636,-0.00390625,-0.020920502,0.01336074,-0.004457652,-0.031463748,0.079744817,0.027932961,0.003149606,0,0.01511335,-0.007462687,0.017333333,0.053030303,-0.038391225,0.035663338,-0.051671733,-0.023333333,-0.320943268,0.002361275
2018.1.31,-0.005617978,-0.039215686,0.051282051,0.044624746,0.034328358,-0.086158192,0.138847858,0.141304348,-0.020800628,-0.020879121,-0.044665012,0.144360902,-0.062909567,-0.061151079,-0.058935361,0.181818182,0.038461538,-0.027303754,0.44870138,0.09540636
2018.2.28,-0.096045198,0.044897959,0.004065041,-0.005825243,-0.008658009,-0.044822257,-0.15304799,0.092857143,-0.056913828,-0.032547699,-0.081818182,-0.049934297,-0.074125874,-0.042145594,-0.078787879,-0.102564103,-0.00308642,-0.059649123,-0.057553957,-0.120430108
2018.3.31,-0.027083333,0.05859375,-0.028340081,-0.064453125,-0.097525473,-0.009708738,0.035222052,-0.05664488,0.045898853,-0.001160093,0.007072136,-0.099585062,-0.00755287,-0.084,0.050438596,0.135064935,-0.111455108,-0.048507463,0.007633588,0.172371638
2018.4.30,-0.021413276,0.039360394,-0.083333333,-0.094989562,0.067741935,0.058823529,0.01035503,-0.043879908,0.07679805,-0.058072009,0.115168539,0.144393241,0.140030441,-0.048034934,0.035490605,0.455377574,0.114982578,0.188235294,-0.09469697,0.209593326
2018.5.31,-0.028446389,0.105325444,-0.022727273,-0.064590542,-0.058912387,0.00617284,-0.064421669,-0.109903382,-0.043396226,-0.094944513,0.020151134,-0.088590604,-0.11481976,-0.073394495,-0.120967742,0.160377358,-0.13125,0.01980198,-0.041841004,0.068965517
2018.6.30,0.04954955,-0.082441113,0.018604651,-0.048088779,-0.009630819,-0.003067485,-0.115805947,-0.055630936,-0.079881657,-0.017711172,0.060493827,-0.030927835,-0.034690799,0.04950495,-0.027522936,-0.220867209,-0.097122302,-0.148867314,-0.109170306,-0.004032258
2018.7.31,0.075107296,0.007001167,0.073059361,0.06865285,0.027552674,-0.095384615,0.033628319,0.033045977,-0.008574491,0.045769764,0.02677532,0.004559271,0.040625,0.009433962,0.075471698,0.017391304,0.03187251,0.020912548,0.044117647,-0.191902834
2018.8.31,0.047904192,-0.038238702,0.017021277,-0.016969697,0.011041009,-0.151360544,-0.039383562,-0.121001391,0.047567568,-0.051724138,-0.178004535,-0.012102874,-0.084084084,0.121495327,-0.01754386,0.025641026,-0.034749035,-0.00744879,0.107981221,0.082164329
2018.9.30,0.074285714,-0.119277108,0.146443515,0.075215783,0.095163807,-0.024048096,0.001782531,-0.120253165,-0.04127967,0.015384615,0.030344828,-0.098009188,-0.037704918,0.054166667,0.017857143,0.125,0.036,0.060037523,0.139830508,0.00462963
2018.10.31,-0.04964539,-0.067031464,-0.094890511,-0.130733945,-0.190883191,-0.104722793,-0.023131673,-0.055755396,-0.087190527,-0.08677686,-0.117804552,-0.123938879,-0.076660988,-0.134387352,-0.166666667,-0.322222222,-0.177606178,-0.261061947,-0.074349442,-0.342857143
2018.11.30,0.080223881,0.020527859,-0.108870968,0.122691293,0.073943662,0.151376147,0.162112933,0.038095238,-0.012971698,0.088989442,0.124430956,-0.040697674,0.095940959,-0.04109589,-0.05,0.202185792,0.004694836,0.032335329,0.060240964,0.210378682
2018.12.31,-0.069084629,-0.130747126,-0.115837104,0.016451234,0.104918033,0.013944223,0.036050157,0.016513761,-0.075268817,-0.031855956,-0.02294197,-0.018181818,0.114478114,0.028571429,0.052631579,-0.007272727,0.107476636,0.049883991,-0.026515152,-0.113557358
2019.1.31,-0.042671614,0.221487603,0.069600819,0.01849711,0.078635015,0.098231827,0.101361573,0.083032491,0.19250646,0.111587983,0.075966851,0.127572016,0.042296073,0.185185185,0.184210526,0.139194139,0.092827004,0.131491713,0.077821012,0.00130719
2019.2.28,0.009689922,-0.052774019,-0.043062201,0.036322361,0.005502063,-0.037567084,0.010989011,0.063333333,-0.022751896,-0.034749035,-0.019255456,-0.040145985,0.010144928,-0.02734375,-0.02,-0.080385852,-0.023166023,-0.026367188,-0.050541516,0.070496084
2019.3.31,-0.034548944,0.06,-0.104,0.018619934,-0.032831737,0.148698885,-0.13451087,-0.089341693,-0.009977827,0.033333333,0.009162304,-0.038022814,-0.142037303,-0.088353414,-0.054421769,-0.066433566,-0.055335968,-0.099297894,-0.095057034,0.163414634
2019.4.30,-0.015904573,0.064690027,0.029017857,-0.02688172,0.280056577,-0.09223301,0.040816327,-0.075731497,0.0268757,-0.058064516,-0.058365759,0.007905138,-0.053511706,0.105726872,0.115107914,-0.016853933,0.158995816,0.031180401,0.046218487,0.205450734
2019.5.22,0.022222222,-0.127848101,-0.098698482,-0.04198895,-0.090607735,-0.114081996,-0.073906486,-0.014897579,-0.051254089,-0.017808219,-0.004132231,-0.084313725,-0.113074205,-0.123505976,-0.092473118,-0.045714286,-0.083032491,-0.11663067,-0.124497992,-0.133043478
